stor_level,time,iterations
0,1.0753140449523926,5
4,0.9130899906158447,4
8,0.9222052097320557,4
12,0.8908369541168213,4
16,0.6934990882873535,3
20,0.6953446865081787,3
TOTAL,5.2274558544158936,0
