charge_target,time,iterations
0.2,9.886874198913574,4
0.3,10.344038963317871,4
0.4,10.475429058074951,4
0.5,10.332659006118774,4
0.6,10.44925594329834,4
0.7,10.520593881607056,4
0.8,10.527975082397461,4
0.9,10.377671241760254,4
1,10.51321792602539,4
TOTAL,93.48494005203247,0
