charge_target,time,iterations
0.2,1.7109129428863525,4
0.3,1.7465221881866455,4
0.4,1.7101497650146484,4
0.5,1.6295552253723145,4
0.6,1.7113189697265625,4
0.7,1.6275930404663086,4
0.8,1.632932186126709,4
0.9,1.7505698204040527,4
1,1.626878023147583,4
TOTAL,15.204137086868286,0
