charge_target,time,iterations
0.2,993.4854252338409,4
0.3,1010.3752052783966,4
0.4,1017.6554911136627,4
0.5,1016.9354009628296,4
0.6,1018.141429901123,4
0.7,1017.3730282783508,4
0.8,1017.1437020301819,4
0.9,1034.656350851059,4
1,1014.2768630981445,4
TOTAL,9140.13171505928,0
