charge_target,time,iterations
0.2,96.64294290542603,4
0.3,98.4552230834961,4
0.4,98.36949229240417,4
0.5,98.95608878135681,4
0.6,98.79196691513062,4
0.7,98.94745922088623,4
0.8,98.8253960609436,4
0.9,98.87751889228821,4
1,98.80334997177124,4
TOTAL,886.7303960323334,0
